iage;irace;ideathmon;ideathday;isex;ihispanic;istatenum;iinjury
42;0;0;0;0;0;30;4
37;0;0;0;1;0;30;0
51;3;11;30;0;2;30;1
56;0;0;0;0;0;30;2
12;0;0;0;1;0;30;4
2;0;0;0;0;0;30;2
38;3;12;1;0;2;30;1
24;0;0;0;0;0;30;2
23;0;0;0;1;0;30;2
99;0;0;0;2;0;30;2
47;2;10;28;0;1;30;1
35;0;0;0;0;0;30;2
47;1;6;12;0;1;30;1
41;0;0;0;0;0;30;3
58;0;0;0;0;0;30;3
31;0;0;0;0;0;30;3
32;3;4;5;0;2;30;1
24;0;0;0;1;0;30;2
89;0;0;0;1;0;30;6
49;1;6;30;0;5;30;1
25;0;0;0;0;0;30;4
43;0;0;0;1;0;30;3
2;0;0;0;1;0;30;4
55;3;7;17;0;2;30;1
51;0;0;0;0;0;30;3
23;0;0;0;1;0;30;6
12;3;8;3;0;2;30;1
21;0;0;0;0;0;30;2
44;3;8;24;0;2;30;1
32;0;0;0;0;0;30;3
56;0;0;0;0;0;30;0
49;3;9;2;0;2;30;1
22;0;0;0;0;0;30;2
99;3;9;2;0;2;30;1
32;3;9;13;0;2;30;1
34;0;0;0;0;0;30;0
36;3;10;8;0;2;30;1
49;3;11;4;0;2;30;1
23;0;0;0;0;0;30;2
17;0;0;0;1;0;30;3
18;3;11;27;0;2;30;1
24;1;12;2;0;1;30;1
48;0;0;0;0;0;30;3
30;3;12;1;0;2;30;1
20;0;0;0;0;0;30;2
26;3;12;2;0;2;30;1
45;0;0;0;0;0;30;3
57;3;12;2;1;2;30;1
31;0;0;0;0;0;30;2
18;3;12;3;1;2;30;1
22;0;0;0;0;0;30;4
20;0;0;0;0;0;30;0
20;3;12;3;1;2;30;1
20;3;12;3;1;2;30;1
17;3;12;3;1;2;30;1
22;0;0;0;0;0;30;4
43;3;12;4;0;2;30;1
24;0;0;0;0;0;30;2
29;0;0;0;1;0;30;2
20;0;0;0;0;0;30;2
28;0;0;0;0;0;30;2
31;0;0;0;1;0;30;3
32;0;0;0;1;0;30;0
32;3;12;4;1;2;30;1
27;3;12;4;0;2;30;1
44;0;0;0;0;0;30;0
60;3;12;4;1;2;30;1
34;0;0;0;0;0;30;4
17;3;7;17;0;2;30;1
69;3;12;7;0;2;30;1
26;0;0;0;0;0;30;2
85;3;11;22;0;2;30;1
24;0;0;0;0;0;30;2
22;0;0;0;1;0;30;2
40;3;7;26;0;2;30;1
60;0;0;0;0;0;30;3
75;0;0;0;1;0;30;3
85;3;8;11;0;2;30;1
38;0;0;0;1;0;30;3
18;0;0;0;1;0;30;3
29;3;12;8;0;2;30;1
62;0;0;0;0;0;30;4
37;0;0;0;0;0;30;2
40;0;0;0;0;0;30;2
40;0;0;0;0;0;30;2
48;0;0;0;0;0;30;2
28;0;0;0;0;0;30;4
29;3;12;9;0;2;30;1
29;2;12;8;0;1;30;1
19;0;0;0;0;0;30;2
19;0;0;0;0;0;30;2
33;3;12;9;1;2;30;1
27;0;0;0;0;0;30;2
39;3;12;9;0;2;30;1
20;0;0;0;0;0;30;2
45;0;0;0;1;0;30;2
99;0;0;0;2;0;30;2
48;0;0;0;1;0;30;2
17;0;0;0;1;0;30;2
37;0;0;0;0;0;30;2
58;3;12;10;0;2;30;1
33;3;12;10;0;2;30;1
33;3;12;11;1;2;30;1
38;0;0;0;0;0;30;0
44;0;0;0;1;0;30;3
14;0;0;0;0;0;30;3
7;3;10;10;0;2;30;1
46;0;0;0;1;0;30;3
10;0;0;0;1;0;30;3
18;0;0;0;0;0;30;2
48;3;12;11;0;2;30;1
37;0;0;0;0;0;30;2
45;0;0;0;0;0;30;4
32;3;12;13;1;2;30;1
47;1;11;12;1;1;30;1
32;0;0;0;1;0;30;2
11;0;0;0;1;0;30;2
4;0;0;0;0;0;30;2
8;0;0;0;0;0;30;2
48;3;12;13;1;2;30;1
47;0;0;0;0;0;30;4
44;0;0;0;0;0;30;4
28;3;12;3;0;2;30;1
59;3;12;9;0;2;30;1
47;0;0;0;0;0;30;2
27;0;0;0;0;0;30;3
17;3;12;22;1;2;30;1
17;3;12;15;1;2;30;1
56;3;12;16;1;2;30;1
25;0;0;0;0;0;30;2
61;1;12;16;0;1;30;1
44;0;0;0;1;0;30;2
27;3;12;17;0;2;30;1
21;0;0;0;1;0;30;2
21;0;0;0;1;0;30;2
23;0;0;0;0;0;30;4
24;0;0;0;0;0;30;4
24;3;12;18;1;2;30;1
16;3;12;11;0;2;30;1
16;3;12;11;0;2;30;1
18;0;0;0;0;0;30;0
44;0;0;0;0;0;30;2
51;3;11;20;0;2;30;1
45;0;0;0;0;0;30;2
36;0;0;0;0;0;30;2
44;0;0;0;0;0;30;2
58;0;0;0;0;0;30;2
94;3;12;18;1;2;30;1
13;0;0;0;0;0;30;0
17;2;12;18;1;1;30;1
21;3;12;21;0;2;30;1
42;0;0;0;0;0;30;3
20;0;0;0;1;0;30;0
18;0;0;0;0;0;30;0
45;3;12;20;0;2;30;1
32;1;12;24;1;1;30;1
61;3;12;24;0;2;30;1
51;0;0;0;1;0;30;2
5;0;0;0;0;0;30;2
25;1;12;24;0;1;30;1
23;3;12;25;0;2;30;1
99;0;0;0;1;0;30;0
23;0;0;0;0;0;30;4
21;0;0;0;0;0;30;4
40;15;12;25;0;1;30;1
30;3;12;25;0;2;30;1
50;3;8;29;0;2;30;1
24;1;6;12;0;1;30;1
45;0;0;0;1;0;30;4
19;3;7;21;1;2;30;1
42;0;0;0;1;0;30;2
39;3;10;25;0;2;30;1
19;2;12;22;0;1;30;1
42;3;12;22;0;2;30;1
54;3;12;23;0;2;30;1
40;3;12;23;0;2;30;1
40;0;0;0;0;0;30;3
81;3;12;23;0;2;30;1
42;0;0;0;1;0;30;3
53;0;0;0;0;0;30;2
47;3;12;20;0;2;30;1
18;3;12;28;0;2;30;1
17;0;0;0;1;0;30;4
17;0;0;0;1;0;30;3
17;0;0;0;1;0;30;3
18;0;0;0;0;0;30;3
16;1;9;18;0;1;30;1
17;0;0;0;0;0;30;4
18;0;0;0;0;0;30;4
26;3;12;28;1;2;30;1
67;0;0;0;0;0;30;2
86;0;0;0;1;0;30;4
59;3;12;29;1;2;30;1
89;3;12;28;0;2;30;1
24;0;0;0;0;0;30;2
29;0;0;0;0;0;30;2
21;0;0;0;0;0;30;2
53;0;0;0;0;0;30;2
28;0;0;0;0;0;30;2
89;3;12;29;0;2;30;1
47;0;0;0;1;0;30;3
82;0;0;0;1;0;30;4
43;3;12;29;0;2;30;1
99;0;0;0;2;0;30;2
15;3;12;31;1;2;30;1
71;3;12;29;0;2;30;1
48;0;0;0;0;0;30;2
21;0;0;0;0;0;30;4
52;3;9;20;0;2;30;1
59;0;0;0;0;0;30;3
80;3;11;11;1;2;30;1
36;0;0;0;0;0;30;2
62;0;0;0;1;0;30;2
65;0;0;0;1;0;30;2
64;0;0;0;1;0;30;2
36;2;12;19;0;1;30;1
26;0;0;0;1;0;30;4
47;0;0;0;0;0;30;2
70;1;12;30;0;5;30;1
53;1;12;31;1;1;30;1
99;0;0;0;2;0;30;2
19;3;12;14;0;2;30;1
58;0;0;0;0;0;30;2
99;0;0;0;2;0;30;6
17;0;0;0;0;0;30;4
14;0;0;0;0;0;30;0
13;3;7;10;0;2;30;1
59;3;8;2;0;2;30;1
37;0;0;0;0;0;30;4
85;3;12;31;1;2;30;1
18;3;12;26;0;2;30;1
53;3;12;24;1;2;30;1
40;0;0;0;0;0;30;5
43;2;1;8;0;1;30;1
33;0;0;0;0;0;30;2
25;0;0;0;1;0;30;3
1;0;0;0;0;0;30;2
67;1;6;16;0;1;30;1
63;0;0;0;0;0;30;3
24;0;0;0;1;0;30;3
20;4;8;13;0;5;30;1
21;0;0;0;0;0;30;3
0;0;0;0;0;0;30;3
41;0;0;0;1;0;30;3
23;0;0;0;0;0;30;3
66;0;0;0;0;0;30;3
61;0;0;0;1;0;30;3
3;0;0;0;1;0;30;3
23;0;0;0;0;0;30;3
21;4;8;13;0;5;30;1
45;0;0;0;0;0;30;3
37;3;8;5;0;2;30;1
13;0;0;0;1;0;30;3
57;0;0;0;0;0;30;4
58;0;0;0;1;0;30;3
70;0;0;0;1;0;30;0
17;3;9;12;1;2;30;1
61;3;11;3;1;2;30;1
57;0;0;0;0;0;30;2
64;0;0;0;0;0;30;2
42;0;0;0;1;0;30;3
56;3;10;18;1;2;30;1
56;0;0;0;0;0;30;2
99;1;11;22;0;1;30;1
35;0;0;0;1;0;30;2
36;0;0;0;0;0;30;2
75;0;0;0;1;0;30;3
80;0;0;0;0;0;30;3
69;3;12;11;0;2;30;1
6;0;0;0;0;0;30;2
4;0;0;0;0;0;30;2
58;3;12;29;0;2;30;1
40;0;0;0;0;0;30;2
28;0;0;0;1;0;30;4
61;3;12;5;0;2;30;1
29;0;0;0;0;0;30;4
54;0;0;0;1;0;30;2
32;1;1;29;0;5;31;1
8;0;0;0;0;0;31;0
62;0;0;0;0;0;31;4
48;0;0;0;0;0;31;0
61;0;0;0;0;0;31;0
62;1;1;30;1;1;31;1
54;0;0;0;0;0;31;2
48;0;0;0;0;0;31;0
25;1;1;6;0;5;31;1
47;1;1;9;1;1;31;1
40;0;0;0;1;0;31;0
40;0;0;0;0;0;31;0
17;0;0;0;1;0;31;0
16;0;0;0;1;0;31;0
1;0;0;0;1;0;31;0
14;1;1;7;1;5;31;1
64;1;1;29;0;1;31;1
45;0;0;0;0;0;31;2
57;5;1;9;0;1;31;1
62;0;0;0;0;0;31;2
38;0;0;0;0;0;31;2
37;0;0;0;0;0;31;0
41;1;1;28;0;5;31;1
46;0;0;0;0;0;31;2
33;0;0;0;1;0;31;2
47;1;1;1;0;1;31;1
20;0;0;0;0;0;31;2
15;0;0;0;0;0;31;2
49;1;1;7;0;5;31;1
31;0;0;0;1;0;31;4
42;0;0;0;0;0;31;0
0;1;1;27;1;5;31;1
2;0;0;0;1;0;31;0
7;0;0;0;1;0;31;0
65;1;1;1;0;5;31;1
64;0;0;0;0;0;31;2
23;5;1;22;0;1;31;1
41;0;0;0;1;0;31;2
17;0;0;0;1;0;31;2
16;0;0;0;0;0;31;2
13;0;0;0;1;0;31;2
46;0;0;0;0;0;31;0
45;1;1;29;1;1;31;1
25;1;1;27;1;1;31;1
3;1;1;27;1;1;31;1
33;1;2;2;0;5;31;1
47;0;0;0;0;0;31;2
30;1;2;4;0;5;31;1
39;0;0;0;0;0;31;0
37;0;0;0;0;0;31;0
40;0;0;0;0;0;31;0
46;0;0;0;0;0;31;0
26;0;0;0;0;0;31;0
20;1;2;14;0;1;31;1
52;0;0;0;0;0;31;2
49;0;0;0;1;0;31;2
60;0;0;0;0;0;31;0
53;1;2;16;1;5;31;1
45;1;2;21;1;1;31;1
54;0;0;0;0;0;31;0
43;0;0;0;1;0;31;4
64;0;0;0;1;0;31;2
12;0;0;0;0;0;31;2
4;0;0;0;0;0;31;2
38;1;2;5;0;1;31;1
40;5;2;11;0;1;31;1
54;0;0;0;0;0;31;2
19;0;0;0;0;0;31;2
20;1;2;25;0;5;31;1
25;0;0;0;1;0;31;2
2;0;0;0;0;0;31;2
3;0;0;0;1;0;31;2
40;1;2;2;0;1;31;1
31;1;8;1;0;5;31;1
8;0;0;0;0;0;31;3
10;0;0;0;0;0;31;4
95;1;8;12;0;1;31;1
37;0;0;0;0;0;31;2
23;1;8;1;0;5;31;1
26;0;0;0;1;0;31;0
29;0;0;0;0;0;31;0
26;0;0;0;1;0;31;0
8;0;0;0;0;0;31;0
8;0;0;0;1;0;31;0
6;0;0;0;0;0;31;0
6;1;8;8;0;5;31;1
45;1;3;13;0;5;31;1
35;0;0;0;0;0;31;2
17;1;3;29;0;1;31;1
41;0;0;0;1;0;31;0
38;0;0;0;0;0;31;4
48;0;0;0;1;0;31;2
54;1;3;25;0;1;31;1
46;0;0;0;0;0;31;4
35;0;0;0;1;0;31;4
31;1;8;2;0;4;31;1
1;0;0;0;0;0;31;0
7;0;0;0;0;0;31;0
53;1;8;2;1;4;31;1
1;0;0;0;0;0;31;4
9;0;0;0;1;0;31;0
52;1;8;8;1;1;31;1
30;0;0;0;0;0;31;0
57;1;3;27;0;5;31;1
56;0;0;0;1;0;31;0
22;0;0;0;1;0;31;0
28;1;3;17;0;4;31;1
23;1;3;17;0;4;31;1
30;1;3;17;0;4;31;1
27;0;0;0;0;0;31;2
57;0;0;0;0;0;31;2
54;1;8;11;1;1;31;1
58;0;0;0;0;0;31;0
24;5;4;1;0;1;31;1
46;0;0;0;0;0;31;0
32;0;0;0;1;0;31;0
99;0;0;0;0;0;31;2
23;5;11;20;0;1;31;1
53;1;11;11;1;1;31;1
17;0;0;0;0;0;31;4
21;0;0;0;0;0;31;0
21;5;11;26;0;5;31;1
35;0;0;0;0;0;31;0
27;0;0;0;0;0;31;0
99;0;0;0;0;0;31;4
25;1;8;9;1;1;31;1
19;0;0;0;0;0;31;0
30;1;8;9;0;1;31;1
56;0;0;0;1;0;31;2
44;1;8;12;0;1;31;1
17;0;0;0;0;0;31;4
41;1;8;13;0;1;31;1
99;0;0;0;2;0;31;5
29;1;8;14;0;1;31;1
27;0;0;0;0;0;31;2
50;0;0;0;0;0;31;2
43;0;0;0;0;0;31;0
40;0;0;0;1;0;31;4
45;1;8;16;0;1;31;1
17;0;0;0;1;0;31;0
13;1;8;17;1;1;31;1
55;0;0;0;0;0;31;4
52;0;0;0;0;0;31;0
48;0;0;0;0;0;31;0
64;1;8;16;0;1;31;1
17;1;8;11;0;1;31;1
21;0;0;0;0;0;31;2
17;0;0;0;0;0;31;2
46;1;8;17;0;1;31;1
36;5;3;5;1;1;31;1
20;1;3;5;0;1;31;1
42;0;0;0;1;0;31;2
11;0;0;0;1;0;31;4
7;0;0;0;0;0;31;2
10;0;0;0;0;0;31;2
22;0;0;0;0;0;31;0
21;0;0;0;1;0;31;0
28;0;0;0;0;0;31;0
21;1;3;2;0;4;31;1
24;1;3;2;0;4;31;1
17;0;0;0;0;0;31;0
34;0;0;0;0;0;31;0
36;0;0;0;0;0;31;0
55;0;0;0;0;0;31;0
25;1;3;2;1;4;31;1
22;1;3;2;1;3;31;1
30;0;0;0;1;0;31;0
32;0;0;0;1;0;31;0
51;0;0;0;1;0;31;4
24;0;0;0;0;0;31;4
28;1;8;19;0;5;31;1
23;0;0;0;0;0;31;0
50;5;8;20;1;1;31;1
25;0;0;0;0;0;31;2
35;1;8;21;0;1;31;1
6;0;0;0;0;0;31;4
14;1;8;21;0;5;31;1
34;0;0;0;0;0;31;2
53;5;8;21;0;1;31;1
55;0;0;0;0;0;31;2
29;1;8;22;1;1;31;1
55;0;0;0;1;0;31;0
99;0;0;0;0;0;31;4
99;0;0;0;1;0;31;4
99;0;0;0;0;0;31;4
99;0;0;0;0;0;31;4
99;0;0;0;0;0;31;4
99;1;2;27;0;4;31;1
40;1;3;4;0;5;31;1
24;0;0;0;0;0;31;2
51;0;0;0;0;0;31;2
44;5;2;19;0;1;31;1
22;1;10;25;0;5;31;1
18;0;0;0;0;0;31;0
26;1;4;17;0;1;31;1
69;0;0;0;0;0;31;2
85;1;7;20;0;5;31;1
31;1;7;21;0;1;31;1
27;1;7;21;0;1;31;1
99;0;0;0;0;0;31;2
26;0;0;0;0;0;31;4
19;1;8;27;0;5;31;1
22;1;12;31;0;5;31;1
22;1;10;21;0;1;31;1
79;0;0;0;1;0;31;0
74;1;8;25;0;1;31;1
37;0;0;0;0;0;31;4
54;0;0;0;1;0;31;0
21;0;0;0;0;0;31;0
54;1;8;26;1;5;31;1
77;1;8;27;1;1;31;1
34;0;0;0;0;0;31;2
15;0;0;0;0;0;31;0
17;1;8;28;0;1;31;1
2;5;7;11;0;1;31;1
46;0;0;0;1;0;31;2
21;1;8;1;0;1;31;1
58;0;0;0;1;0;31;0
50;0;0;0;1;0;31;0
26;0;0;0;1;0;31;2
2;1;3;17;0;5;31;1
21;1;3;18;1;1;31;1
66;1;5;20;0;1;31;1
40;0;0;0;0;0;31;0
28;0;0;0;0;0;31;2
75;1;5;24;1;1;31;1
22;1;8;30;1;1;31;1
25;1;8;30;0;1;31;1
22;0;0;0;0;0;31;2
60;0;0;0;1;0;31;2
51;0;0;0;0;0;31;2
58;0;0;0;1;0;31;2
41;1;8;30;1;1;31;1
58;0;0;0;0;0;31;2
23;0;0;0;0;0;31;0
25;5;8;30;0;1;31;1
39;1;8;27;0;1;31;1
27;0;0;0;0;0;31;2
58;0;0;0;0;0;31;2
20;1;3;25;1;1;31;1
57;1;4;10;0;1;31;1
27;0;0;0;1;0;31;4
28;0;0;0;0;0;31;2
30;5;9;2;0;1;31;1
25;0;0;0;1;0;31;2
19;1;9;2;0;1;31;1
52;0;0;0;0;0;31;2
24;1;9;3;0;1;31;1
62;0;0;0;0;0;31;0
25;1;9;2;0;1;31;1
22;0;0;0;1;0;31;2
60;1;9;4;0;1;31;1
20;0;0;0;0;0;31;2
27;5;9;5;1;1;31;1
99;0;0;0;0;0;31;5
29;1;4;15;0;5;31;1
15;1;4;15;0;5;31;1
11;0;0;0;0;0;31;0
2;0;0;0;1;0;31;0
0;0;0;0;0;0;31;0
20;1;4;16;0;5;31;1
52;1;5;14;0;1;31;1
21;0;0;0;0;0;31;0
22;1;8;31;0;5;31;1
57;1;9;15;0;1;31;1
72;1;9;7;0;1;31;1
69;1;9;7;1;1;31;1
45;1;9;7;1;1;31;1
28;1;9;10;0;4;31;1
19;1;9;11;0;5;31;1
20;1;9;11;1;5;31;1
18;1;9;11;1;5;31;1
60;0;0;0;1;0;31;0
37;0;0;0;0;0;31;0
53;1;9;11;0;1;31;1
99;0;0;0;2;0;31;5
30;0;0;0;0;0;31;2
34;1;9;12;1;1;31;1
65;1;4;6;0;5;31;1
99;0;0;0;2;0;31;5
37;1;4;7;0;1;31;1
27;1;4;9;0;1;31;1
30;0;0;0;1;0;31;4
25;0;0;0;1;0;31;0
22;1;4;9;0;1;31;1
39;1;5;16;0;5;31;1
35;0;0;0;0;0;31;2
19;1;5;19;1;5;31;1
40;0;0;0;0;0;31;0
24;0;0;0;0;0;31;0
34;0;0;0;0;0;31;0
48;1;9;15;0;5;31;1
3;0;0;0;0;0;31;0
27;0;0;0;1;0;31;4
22;0;0;0;0;0;31;2
14;0;0;0;0;0;31;2
25;0;0;0;0;0;31;2
16;0;0;0;0;0;31;2
17;1;9;15;0;1;31;1
32;5;9;16;0;1;31;1
32;0;0;0;0;0;31;2
32;0;0;0;1;0;31;2
3;0;0;0;0;0;31;2
22;0;0;0;1;0;31;0
28;1;9;17;0;5;31;1
32;1;9;17;0;5;31;1
53;1;9;18;0;1;31;1
30;1;9;18;0;5;31;1
34;1;9;18;1;1;31;1
38;1;12;14;0;1;31;1
99;0;0;0;1;0;31;0
63;0;0;0;0;0;31;0
9;0;0;0;0;0;31;2
6;0;0;0;1;0;31;2
67;0;0;0;1;0;31;2
38;0;0;0;0;0;31;0
43;0;0;0;0;0;31;4
8;1;8;13;1;5;31;1
40;0;0;0;1;0;31;0
12;0;0;0;1;0;31;0
21;0;0;0;0;0;31;4
5;0;0;0;0;0;31;0
8;1;8;13;0;5;31;1
5;1;8;13;0;5;31;1
16;5;8;27;1;1;31;1
18;0;0;0;1;0;31;4
21;0;0;0;0;0;31;0
16;0;0;0;1;0;31;0
35;0;0;0;0;0;31;4
28;1;9;21;0;1;31;1
35;1;9;19;1;5;31;1
99;0;0;0;0;0;31;0
24;0;0;0;0;0;31;4
24;1;9;20;1;1;31;1
31;0;0;0;0;0;31;4
32;1;9;19;1;5;31;1
11;0;0;0;0;0;31;0
4;0;0;0;1;0;31;4
9;1;9;19;1;5;31;1
44;1;9;20;1;1;31;1
17;0;0;0;0;0;31;0
17;5;9;21;0;1;31;1
17;0;0;0;1;0;31;2
17;1;9;21;0;5;31;1
14;0;0;0;1;0;31;2
62;1;9;22;0;1;31;1
21;1;8;5;1;5;31;1
99;0;0;0;2;0;31;5
34;0;0;0;0;0;31;2
36;1;8;14;1;5;31;1
24;5;8;28;0;1;31;1
99;0;0;0;0;0;31;5
25;0;0;0;0;0;31;4
21;2;9;23;1;1;31;1
56;0;0;0;1;0;31;0
31;0;0;0;1;0;31;0
39;2;9;23;1;1;31;1
74;1;9;23;0;1;31;1
48;1;9;24;0;5;31;1
32;0;0;0;0;0;31;4
24;1;9;24;1;1;31;1
25;1;9;24;0;5;31;1
25;0;0;0;1;0;31;2
2;0;0;0;0;0;31;2
37;0;0;0;0;0;31;2
37;0;0;0;1;0;31;2
48;0;0;0;0;0;31;4
53;1;9;26;0;1;31;1
38;0;0;0;0;0;31;4
37;0;0;0;1;0;31;4
52;0;0;0;0;0;31;4
61;0;0;0;0;0;31;4
41;0;0;0;0;0;31;2
37;2;9;26;0;1;31;1
54;0;0;0;0;0;31;4
41;0;0;0;0;0;31;4
38;0;0;0;0;0;31;4
36;0;0;0;0;0;31;4
36;0;0;0;1;0;31;4
41;0;0;0;0;0;31;4
35;0;0;0;1;0;31;2
27;1;9;26;0;5;31;1
22;1;9;27;1;5;31;1
20;5;9;28;0;1;31;1
27;0;0;0;0;0;31;2
55;1;9;30;0;1;31;1
20;1;10;7;0;5;31;1
20;1;10;2;0;5;31;1
18;0;0;0;0;0;31;0
17;0;0;0;0;0;31;4
49;1;10;1;0;1;31;1
48;1;10;1;1;1;31;1
23;0;0;0;0;0;31;4
32;0;0;0;1;0;31;0
8;1;10;1;0;1;31;1
20;1;10;12;0;1;31;1
69;1;10;1;0;1;31;1
29;0;0;0;0;0;31;2
30;0;0;0;0;0;31;2
40;1;10;3;1;5;31;1
58;0;0;0;0;0;31;4
71;2;10;9;0;1;31;1
14;1;7;23;0;1;31;1
59;0;0;0;1;0;31;2
35;5;7;3;0;1;31;1
48;1;5;21;0;1;31;1
27;5;9;6;0;1;31;1
24;5;9;11;0;1;31;1
69;0;0;0;0;0;31;2
35;5;9;16;1;1;31;1
50;0;0;0;1;0;31;4
67;5;9;30;0;1;31;1
50;0;0;0;0;0;31;4
16;0;0;0;0;0;31;0
13;0;0;0;1;0;31;2
12;1;10;12;1;4;31;1
16;0;0;0;1;0;31;0
14;0;0;0;0;0;31;0
13;0;0;0;0;0;31;2
4;0;0;0;0;0;31;2
23;0;0;0;1;0;31;2
43;5;10;11;0;1;31;1
32;5;10;11;0;1;31;1
24;1;10;13;1;5;31;1
34;0;0;0;0;0;31;3
14;0;0;0;0;0;31;4
34;0;0;0;0;0;31;4
20;1;10;16;0;5;31;1
46;0;0;0;0;0;31;2
27;1;8;16;1;5;31;1
17;0;0;0;0;0;31;0
6;0;0;0;0;0;31;0
4;0;0;0;0;0;31;0
17;0;0;0;0;0;31;4
22;0;0;0;0;0;31;4
19;0;0;0;0;0;31;2
57;1;10;17;0;1;31;1
14;1;10;17;0;1;31;1
13;1;10;17;0;1;31;1
54;0;0;0;0;0;31;2
50;1;10;15;0;5;31;1
32;1;2;16;0;1;31;1
49;0;0;0;0;0;31;0
71;0;0;0;0;0;31;2
70;0;0;0;1;0;31;2
36;0;0;0;0;0;31;2
55;0;0;0;1;0;31;0
20;1;3;12;1;1;31;1
72;1;4;17;1;1;31;1
29;0;0;0;0;0;31;2
41;1;6;8;0;5;31;1
44;0;0;0;1;0;31;4
47;0;0;0;0;0;31;0
41;0;0;0;0;0;31;0
14;0;0;0;0;0;31;3
82;1;10;18;0;5;31;1
79;0;0;0;1;0;31;0
26;0;0;0;0;0;31;4
25;0;0;0;0;0;31;4
53;2;2;11;0;1;31;1
35;0;0;0;0;0;31;2
9;0;0;0;1;0;31;2
14;1;4;16;1;1;31;1
16;0;0;0;1;0;31;4
22;5;5;8;0;1;31;1
16;0;0;0;1;0;31;5
38;5;5;15;0;1;31;1
62;1;5;13;0;5;31;1
26;1;10;20;0;5;31;1
49;1;6;19;0;5;31;1
33;0;0;0;0;0;31;4
32;0;0;0;0;0;31;0
40;1;10;21;1;5;31;1
17;1;10;21;1;1;31;1
66;0;0;0;1;0;31;0
9;0;0;0;0;0;31;4
2;0;0;0;0;0;31;2
36;1;10;22;0;5;31;1
19;1;10;24;1;1;31;1
45;0;0;0;1;0;31;2
82;1;10;22;0;1;31;1
88;1;10;22;0;1;31;1
48;1;10;23;0;1;31;1
35;5;2;13;0;1;31;1
57;0;0;0;1;0;31;2
49;5;3;9;0;1;31;1
57;0;0;0;0;0;31;2
47;1;4;7;0;1;31;1
28;0;0;0;0;0;31;2
38;1;4;13;1;5;31;1
20;1;4;17;0;1;31;1
99;0;0;0;2;0;31;5
66;1;9;22;0;1;31;1
33;1;10;23;0;5;31;1
21;0;0;0;1;0;31;2
20;1;10;29;0;1;31;1
55;1;10;29;0;5;31;1
18;5;10;30;0;1;31;1
43;0;0;0;1;0;31;2
42;0;0;0;0;0;31;2
61;0;0;0;1;0;31;3
68;1;10;30;0;1;31;1
6;0;0;0;1;0;31;0
45;0;0;0;0;0;31;2
29;1;10;31;0;5;31;1
34;0;0;0;0;0;31;2
34;0;0;0;0;0;31;0
29;1;10;26;0;1;31;1
27;0;0;0;0;0;31;0
26;1;10;8;0;5;31;1
24;0;0;0;0;0;31;0
38;1;9;17;0;5;31;1
21;0;0;0;0;0;31;0
43;1;8;19;0;1;31;1
28;1;8;19;1;1;31;1
99;0;0;0;0;0;31;4
29;0;0;0;0;0;31;4
25;1;11;1;1;5;31;1
55;0;0;0;0;0;31;2
25;0;0;0;1;0;31;2
22;0;0;0;1;0;31;2
24;1;11;7;1;5;31;1
33;1;11;8;0;1;31;1
47;0;0;0;0;0;31;2
1;1;11;16;0;5;31;1
40;0;0;0;0;0;31;2
30;0;0;0;1;0;31;2
99;5;7;15;0;1;31;1
18;1;11;12;1;5;31;1
80;1;7;30;0;1;31;1
81;0;0;0;1;0;31;0
43;1;11;13;1;1;31;1
68;1;11;13;0;1;31;1
62;0;0;0;1;0;31;0
57;1;11;13;0;5;31;1
18;0;0;0;0;0;31;0
82;1;3;1;0;5;31;1
22;1;11;14;0;1;31;1
38;0;0;0;0;0;31;5
31;1;4;1;1;1;31;1
40;0;0;0;0;0;31;0
23;0;0;0;0;0;31;2
21;0;0;0;1;0;31;4
30;0;0;0;0;0;31;4
7;0;0;0;1;0;31;3
0;0;0;0;1;0;31;4
5;1;4;26;0;5;31;1
3;0;0;0;0;0;31;2
2;0;0;0;1;0;31;2
22;0;0;0;0;0;31;4
61;1;5;22;0;5;31;1
55;1;5;22;1;5;31;1
61;0;0;0;1;0;31;4
81;0;0;0;0;0;31;2
28;1;5;29;0;1;31;1
35;1;11;15;0;1;31;1
32;1;11;16;0;5;31;1
72;0;0;0;0;0;31;2
69;0;0;0;1;0;31;2
99;0;0;0;0;0;31;0
19;5;11;14;1;1;31;1
40;1;4;28;1;5;31;1
74;1;3;17;0;1;31;1
23;0;0;0;0;0;31;0
32;5;7;10;0;1;31;1
48;1;7;27;1;1;31;1
35;0;0;0;0;0;31;2
27;0;0;0;1;0;31;0
29;1;11;14;0;5;31;1
23;1;3;14;1;5;31;1
18;1;3;22;0;1;31;1
17;0;0;0;0;0;31;2
32;1;4;24;0;1;31;1
41;0;0;0;0;0;31;2
25;1;11;23;1;5;31;1
20;1;11;23;0;5;31;1
47;1;11;26;0;1;31;1
40;0;0;0;0;0;31;0
18;1;11;27;0;1;31;1
61;1;11;27;0;1;31;1
57;0;0;0;1;0;31;0
38;0;0;0;1;0;31;0
49;0;0;0;0;0;31;0
57;1;11;27;1;1;31;1
28;0;0;0;0;0;31;0
52;1;11;28;0;1;31;1
21;0;0;0;0;0;31;0
46;1;11;24;0;1;31;1
50;1;11;24;0;5;31;1
36;1;11;24;0;5;31;1
21;0;0;0;0;0;31;0
59;0;0;0;0;0;31;2
23;1;11;25;0;1;31;1
22;1;11;26;1;5;31;1
36;1;4;15;1;5;31;1
