ZIP;AGE;GENDER;INCOME;STATE;RAMNTALL;NGIFTALL;MINRAMNT
60091;41;1;7000;6;175;3;25
98513;54;1;5000;10;154;11;10
73071;60;1;3000;22;50;5;3
32572;42;0;5000;1;213;20;3
35805;44;1;2000;13;27;3;5
53051;59;0;6000;11;145;6;10
33433;78;0;5000;1;104;13;3
74826;70;1;5000;22;35;3;5
95492;80;0;4000;0;15;1;15
63044;61;1;2000;7;64;8;5
35130;50;0;2000;13;40;5;3
98506;51;1;2000;10;231;30;5
85258;74;1;6000;19;53;3;3
36474;40;1;4000;13;69;11;5
28311;44;0;5000;9;20;1;20
30060;95;1;2000;14;343;12;5
59840;80;3;3000;28;133;17;3
86326;80;1;4000;19;130;22;5
53402;44;1;5000;11;65;4;5
30728;54;1;2000;14;152;21;2
27408;76;1;2000;9;129;17;3
64056;54;0;4000;7;23;1;23
42431;77;1;2000;17;52;5;5
78596;80;0;2000;8;172;23;3
80906;41;1;2000;30;101;10;5
49036;50;1;1000;5;52;4;5
40222;60;1;4000;17;20;2;5
35757;45;1;5000;13;20;2;5
49004;77;0;4000;5;65;8;5
37020;32;1;5000;27;25;2;10
95409;78;0;5000;0;35;3;5
95822;63;0;5000;0;111;12;5
79764;34;1;5000;8;34;5;3
90201;63;1;2000;0;85;6;5
33803;78;1;3000;1;169;13;3
48329;38;1;6000;5;30;2;15
78753;68;1;3000;8;133;11;5
30519;44;1;5000;14;277;30;5
64056;85;1;4000;7;85;9;5
27884;56;1;2000;9;25;2;10
93274;74;1;1000;0;207;15;3
92807;50;0;4000;0;43;11;2
53206;78;1;1000;11;233;14;5
32127;51;0;2000;1;75;3;25
98033;57;1;4000;10;15;1;15
53012;64;0;5000;11;126;17;3
33713;92;1;2000;1;50;1;50
32807;50;1;6000;1;20;1;20
60178;42;1;4000;6;32;3;5
47904;80;1;2000;2;41;5;3
80915;55;0;5000;30;221;20;3
53115;65;0;5000;11;80;8;5
98310;62;0;2000;10;20;1;20
48390;68;0;2000;5;75;3;25
37411;82;0;2000;27;50;1;50
63112;72;0;1000;7;106;11;5
93306;86;0;3000;0;70;9;3
47714;73;0;5000;2;90;12;3
49120;58;0;1000;5;260;16;10
77346;81;1;2000;8;93;13;5
73096;70;0;6000;22;54;9;3
94506;72;1;7000;0;20;1;20
53066;52;0;2000;11;20;1;20
80020;46;0;4000;30;191;19;3
91307;63;0;7000;0;65;5;5
66216;79;1;3000;24;177;11;15
33440;20;0;4000;1;26;3;5
46373;39;1;7000;2;20;1;20
84722;67;1;1000;4;266;20;3
39305;75;0;1000;29;84;9;3
91362;50;1;6000;0;50;3;10
33154;78;1;6000;1;91;5;10
92165;70;0;4000;0;215;6;10
83705;81;1;2000;34;122;13;5
86023;42;1;4000;19;320;20;1
71201;42;0;5000;21;20;1;20
49286;72;1;1000;5;25;2;10
32952;63;0;4000;1;63;9;5
48169;79;1;2000;5;180;8;10
93639;82;0;4000;0;133;20;3
28226;83;1;6000;9;62;7;5
97478;74;1;4000;18;45;2;20
92703;92;1;2000;0;45;3;5
90047;66;0;1000;0;97;6;10
55811;52;0;1000;3;30;2;10
32732;72;1;1000;1;53;9;2
48503;78;1;5000;5;25;2;10
52247;49;0;5000;12;20;1;20
85351;91;1;5000;19;174;31;3
90403;73;0;4000;0;40;4;10
60035;46;0;6000;6;101;19;0
53704;58;1;4000;11;137;14;2
68028;79;0;2000;33;201;38;3
90035;50;0;5000;0;25;1;0
33901;44;0;5000;1;101;16;3
60201;75;1;4000;6;167;11;10
32720;67;1;3000;1;239;44;3
77351;40;1;4000;8;20;1;20
48906;53;0;5000;5;111;14;2
79106;44;1;5000;8;109;7;10
78209;29;1;7000;8;95;4;20
60031;40;1;3000;6;83;6;3
60532;50;1;2000;6;168;17;3
48843;82;0;2000;5;162;16;5
33069;76;0;5000;1;202;20;5
55936;69;1;3000;3;65;11;2
42301;70;1;5000;17;290;13;10
92508;48;1;7000;0;20;1;20
48178;46;0;7000;5;25;1;25
77505;40;1;6000;8;143;9;3
67801;66;0;4000;24;25;1;25
96105;56;1;7000;0;32;3;5
99835;24;1;7000;23;30;2;10
92139;28;1;5000;0;44;10;3
33312;53;0;5000;1;255;17;5
33008;60;0;1000;1;178;19;5
89450;47;1;6000;20;74;7;5
28461;78;1;2000;9;42;13;2
75052;86;0;1000;8;64;15;2
48813;68;0;4000;5;67;8;4
60613;48;1;6000;6;126;7;5
50321;52;1;7000;12;283;17;5
32561;32;1;3000;1;38;4;5
74129;71;0;4000;22;88;8;8
94589;41;1;5000;0;45;3;10
95073;44;0;5000;0;107;13;3
48429;82;0;3000;5;103;8;10
40004;77;0;2000;17;73;8;5
90034;69;1;4000;0;96;7;10
53402;58;0;4000;11;80;7;5
87124;70;0;2000;26;98;10;5
55117;89;1;1000;3;68;13;3
80907;27;0;3000;30;72;6;10
94116;86;0;7000;0;127;31;3
60108;90;0;1000;6;15;1;15
60632;68;1;3000;6;100;13;5
32935;84;0;1000;1;241;14;5
92630;42;1;7000;0;155;27;3
48075;75;1;3000;5;347;36;3
95382;34;0;5000;0;20;1;20
33544;69;0;4000;1;54;6;4
59740;60;1;3000;28;113;20;5
33019;81;0;5000;1;124;11;5
60445;56;0;6000;6;41;3;5
90740;70;0;4000;0;25;2;10
30047;54;0;5000;14;65;5;5
92061;70;1;7000;0;79;8;5
84403;79;1;4000;4;87;10;3
78063;73;1;4000;8;66;5;5
83687;38;1;6000;34;132;8;10
75961;54;0;6000;8;63;5;5
59923;66;0;2000;28;57;5;9
76708;52;0;7000;8;35;2;15
33936;67;0;2000;1;88;10;3
68112;77;0;2000;33;154;14;5
92672;77;0;6000;0;238;20;5
44118;74;1;4000;40;25;1;25
97423;66;1;1000;18;30;2;10
92335;66;0;2000;0;25;2;5
48322;79;1;7000;5;186;23;5
54313;47;0;6000;11;30;2;15
85269;60;1;7000;19;100;5;10
48192;78;0;4000;5;83;7;5
33905;74;1;2000;1;35;3;5
64145;76;0;4000;7;409;13;10
93726;71;1;2000;0;20;2;5
79915;81;1;2000;8;129;25;3
93657;42;0;2000;0;83;7;5
49203;81;0;6000;5;119;15;3
34952;70;0;3000;1;29;4;5
32621;68;0;4000;1;238;34;3
60172;37;0;3000;6;43;6;3
98826;43;1;2000;10;94;11;3
53172;40;0;4000;11;224;18;5
93510;48;1;7000;0;45;2;20
61115;68;0;4000;6;58;6;5
33018;59;1;5000;1;295;30;5
91710;54;1;4000;0;53;7;3
32137;71;1;2000;1;168;10;10
65337;69;0;4000;7;36;2;15
56686;73;0;1000;3;171;10;10
97301;57;1;4000;18;99;14;5
31545;67;0;2000;14;170;10;10
48173;57;1;3000;5;125;12;5
52003;68;0;7000;12;25;1;25
77553;48;1;2000;8;125;20;3
60540;78;1;7000;6;242;20;3
91744;30;1;4000;0;25;2;5
99669;44;0;6000;23;172;8;10
69162;69;0;1000;33;141;8;10
60015;48;0;7000;6;35;3;5
48875;61;1;5000;5;45;3;10
53218;42;0;5000;11;165;7;20
53719;41;0;4000;11;50;4;10
27127;74;1;2000;9;68;10;3
48103;44;1;4000;5;69;9;3
97008;65;1;3000;18;99;9;3
75633;83;1;2000;8;344;15;10
46219;62;0;2000;2;125;10;5
97502;76;1;2000;18;25;1;25
30022;48;0;6000;14;116;15;3
53224;51;1;4000;11;37;3;10
37211;60;1;7000;27;207;23;5
95445;85;0;5000;0;120;7;10
97222;58;1;3000;18;118;7;10
53590;56;0;6000;11;161;19;4
76012;77;0;3000;8;188;22;3
93021;39;1;6000;0;383;12;5
52302;63;1;5000;12;157;20;5
85028;56;0;7000;19;40;2;20
28428;35;0;4000;9;44;8;4
34285;98;0;2000;1;64;18;1
85541;83;0;3000;19;63;6;3
27608;25;1;7000;9;76;5;10
30052;63;0;6000;14;136;14;4
33015;28;1;4000;1;36;3;5
92704;29;0;5000;0;226;8;10
75229;74;1;5000;8;85;13;5
78733;48;1;4000;8;47;4;10
92592;35;0;4000;0;122;4;23
93012;75;0;5000;0;127;10;4
95247;50;1;7000;0;30;2;10
24220;57;1;3000;36;482;47;5
85206;75;0;3000;19;115;12;5
75125;54;1;5000;8;296;13;5
32824;69;0;5000;1;32;2;15
32159;70;0;4000;1;59;10;1
92335;70;0;5000;0;112;7;10
53014;58;0;5000;11;141;42;2
48340;68;1;5000;5;166;7;5
63028;38;1;6000;7;64;6;3
32209;59;1;1000;1;26;3;5
77019;55;0;7000;8;90;3;25
61610;39;1;5000;6;20;1;20
60616;64;0;7000;6;50;2;25
63116;45;0;5000;7;226;19;5
61734;63;1;7000;6;57;5;10
60451;46;1;6000;6;46;3;6
37377;59;1;5000;27;61;4;10
52501;50;0;6000;12;272;11;10
91722;30;0;4000;0;50;6;5
67214;78;1;1000;24;75;25;2
92359;40;1;2000;0;36;2;18
48227;44;1;5000;5;56;6;5
99114;77;1;3000;10;90;8;5
91344;58;1;5000;0;34;8;3
27215;50;1;5000;9;31;4;5
77587;84;0;2000;8;233;18;5
60135;54;0;6000;6;66;7;7
28206;52;1;5000;9;20;2;5
53033;42;1;5000;11;202;21;5
94577;70;1;1000;0;153;17;0
92277;82;1;2000;0;29;4;5
84047;92;3;1000;4;93;27;2
60563;72;0;7000;6;35;3;10
48225;78;1;1000;5;132;25;5
53188;67;0;4000;11;127;19;3
91104;77;1;5000;0;161;17;5
76028;43;0;2000;8;109;10;3
28002;78;1;1000;9;31;5;3
92376;68;1;1000;0;73;20;2
78404;56;1;3000;8;87;14;5
91764;63;1;5000;0;301;19;5
37218;91;1;1000;27;127;16;5
76446;42;1;4000;8;49;16;1
52245;75;0;4000;12;15;1;15
78228;41;0;5000;8;107;16;5
81639;60;0;3000;30;121;7;10
33884;54;0;6000;1;48;4;5
90638;66;0;7000;0;25;1;25
30084;85;1;2000;14;168;20;3
66048;63;0;2000;24;24;2;5
70360;41;0;3000;21;37;4;5
60641;69;1;3000;6;93;18;3
78233;66;1;4000;8;35;5;5
47842;76;1;1000;2;45;2;15
63069;74;0;2000;7;52;10;3
31750;64;0;4000;14;25;1;25
63038;88;1;7000;7;105;32;1
71107;47;1;5000;21;275;23;5
32174;41;1;4000;1;42;4;5
62839;42;0;2000;6;93;13;3
62563;90;1;2000;6;220;17;1
78559;65;0;6000;8;124;16;3
91360;44;0;6000;0;265;21;5
37064;36;1;6000;27;49;5;3
94518;50;1;5000;0;15;1;15
32712;75;1;4000;1;131;14;4
78840;78;1;6000;8;52;4;10
92673;64;0;6000;0;66;5;10
74108;90;1;3000;22;521;33;5
92706;47;1;2000;0;205;27;3
48302;62;0;7000;5;120;8;10
37918;77;0;4000;27;30;2;15
91763;47;0;6000;0;127;10;3
74136;69;0;6000;22;95;5;10
33609;76;0;2000;1;67;8;3
28152;54;1;6000;9;32;4;3
94306;79;0;7000;0;143;13;5
46373;42;0;5000;2;80;8;5
99301;47;0;2000;10;300;10;20
90293;64;1;7000;0;25;3;5
27885;58;0;2000;9;25;1;25
97034;53;1;7000;18;92;5;10
23226;60;0;6000;36;16;1;16
94509;54;1;7000;0;47;6;5
60526;54;0;7000;6;40;2;20
46375;84;0;6000;2;44;6;3
75287;67;0;7000;8;33;4;5
93703;38;1;2000;0;150;9;10
90732;38;1;4000;0;15;1;15
48619;58;1;4000;5;87;7;5
37019;38;1;6000;27;15;1;15
48034;91;1;5000;5;96;25;2
29532;41;1;5000;15;217;34;4
88001;66;1;2000;26;70;12;5
54303;56;1;3000;11;253;22;5
48198;85;1;1000;5;93;8;5
98405;70;1;1000;10;20;1;20
33921;56;1;7000;1;25;1;25
82931;58;1;2000;35;124;10;5
75219;42;0;7000;8;20;1;20
77099;57;1;2000;8;55;5;5
60652;64;0;5000;6;91;7;5
97470;73;0;3000;18;115;9;5
37405;70;0;5000;27;140;22;3
38801;59;1;7000;29;130;14;5
92804;77;1;5000;0;386;53;5
28054;49;1;4000;9;31;6;3
46226;63;1;6000;2;75;3;20
33904;76;0;3000;1;179;25;3
63436;91;0;3000;7;144;16;5
74114;53;0;7000;22;85;3;25
31093;53;1;4000;14;129;19;2
91719;76;0;5000;0;71;7;5
72579;39;0;3000;25;102;14;3
52333;61;1;5000;12;64;10;3
99510;62;1;2000;23;25;1;25
52142;88;1;1000;12;167;16;5
77575;48;1;3000;8;20;1;20
31308;46;0;1000;14;15;1;15
68138;42;0;5000;33;56;5;5
76234;70;0;7000;8;157;24;2
48602;90;0;2000;5;209;17;3
91701;38;1;3000;0;82;9;5
54650;42;0;5000;11;28;4;5
60130;54;0;4000;6;129;14;5
92583;80;1;1000;0;44;3;10
49017;51;0;6000;5;172;16;10
97544;80;0;2000;18;109;27;3
60201;88;1;1000;6;64;7;1
90745;52;0;6000;0;152;10;5
77018;71;0;4000;8;150;20;5
67501;74;1;2000;24;195;14;5
75455;38;0;6000;8;66;6;5
90220;46;1;2000;0;64;11;3
85031;59;1;4000;19;99;14;2
63021;35;0;5000;7;71;8;3
27215;87;0;4000;9;72;10;3
33461;55;0;4000;1;214;13;9
60803;83;1;1000;6;36;5;3
99515;24;1;6000;23;64;8;5
60619;30;1;4000;6;58;6;3
32405;62;0;7000;1;84;12;5
55117;63;1;1000;3;29;6;3
90049;28;0;5000;0;20;1;20
33467;39;0;4000;1;30;2;10
63109;36;0;4000;7;60;2;20
49727;71;1;1000;5;317;11;5
85283;82;0;5000;19;103;15;4
50265;50;0;7000;12;70;4;10
81415;57;0;5000;30;227;17;5
93309;34;1;5000;0;44;4;10
97304;81;1;7000;18;20;1;20
30076;41;1;4000;14;95;5;10
32303;43;1;5000;1;85;8;5
63640;26;0;7000;7;108;6;10
48174;36;1;1000;5;20;1;20
87121;48;1;5000;26;164;21;3
84776;72;0;5000;4;88;16;3
92705;67;0;6000;0;83;9;3
80022;84;1;3000;30;66;5;10
77855;52;0;5000;8;64;6;5
94547;38;1;7000;0;108;19;3
46310;30;0;5000;2;102;14;3
47404;49;0;6000;2;35;2;10
57201;64;0;2000;16;83;18;2
60154;82;1;1000;6;67;18;2
59715;51;0;4000;28;65;5;5
34949;54;1;5000;1;25;1;25
35215;78;0;1000;13;159;23;3
97031;82;0;2000;18;136;13;5
49120;89;1;2000;5;169;19;5
90248;34;0;5000;0;117;15;3
73703;72;0;5000;22;90;11;3
61832;54;1;2000;6;51;7;0
37931;42;0;3000;27;15;1;15
95682;44;1;5000;0;124;14;3
48021;82;0;1000;5;25;2;10
85372;90;0;5000;19;115;13;5
55436;38;1;7000;3;15;1;15
75229;77;4;5000;8;140;11;5
97459;86;3;6000;18;112;41;1
92562;30;0;2000;0;25;2;5
78253;59;3;4000;8;175;16;5
28405;48;0;3000;9;45;2;20
55412;80;1;1000;3;88;18;1
85351;83;1;4000;19;114;10;5
93428;75;0;5000;0;175;11;10
27302;56;1;7000;9;25;1;25
49916;77;0;4000;5;72;7;5
95758;60;1;4000;0;23;1;23
87106;67;1;3000;26;57;5;5
48302;58;0;7000;5;175;10;5
92196;59;0;6000;0;72;3;20
85730;77;0;2000;19;37;3;5
72117;57;0;3000;25;241;33;3
60188;36;0;5000;6;31;3;5
48626;66;0;4000;5;279;24;5
52101;80;0;1000;12;177;17;5
70003;50;1;7000;21;76;8;5
95650;64;1;3000;0;122;22;3
47553;38;1;2000;2;40;3;5
41017;87;1;4000;17;90;8;5
94102;76;1;5000;0;62;6;5
60134;48;0;7000;6;50;2;25
92648;43;0;7000;0;100;8;10
49720;35;0;2000;5;131;16;3
34491;66;1;4000;1;64;13;3
54156;64;0;3000;11;177;16;3
94610;30;1;5000;0;54;5;4
60108;71;1;4000;6;103;2;3
94024;80;0;6000;0;84;4;20
33428;82;0;1000;1;70;11;5
85339;40;0;2000;19;15;1;15
79602;91;0;2000;8;128;14;3
85251;77;1;7000;19;290;17;5
27360;78;1;2000;9;15;1;15
75024;39;1;7000;8;35;2;10
30135;48;1;3000;14;25;2;5
73072;63;0;1000;22;55;5;3
29803;58;0;7000;15;40;4;5
90717;51;1;6000;0;63;5;5
53132;52;0;7000;11;15;1;15
30474;76;1;1000;14;201;23;2
78415;54;1;4000;8;50;4;5
30311;65;0;2000;14;20;1;20
84118;63;0;2000;4;25;1;25
73701;82;0;4000;22;182;15;5
38632;53;1;2000;29;139;10;5
33761;48;0;5000;1;38;5;5
40214;83;1;5000;17;116;30;2
92117;56;1;4000;0;40;3;10
70114;65;1;5000;21;98;11;5
90045;81;0;6000;0;75;4;10
32409;67;0;2000;1;32;2;15
80222;62;0;4000;30;15;1;15
92373;84;1;2000;0;170;13;10
30043;61;1;6000;14;51;5;5
34996;90;0;1000;1;178;11;5
95503;82;0;4000;0;22;3;5
41075;42;1;6000;17;31;5;5
79601;28;1;4000;8;35;2;15
93545;54;1;6000;0;25;2;5
51640;80;0;4000;12;104;16;3
94530;49;3;7000;0;110;16;3
34684;74;1;2000;1;602;27;5
79762;51;0;5000;8;41;5;5
36203;32;0;6000;13;95;5;5
53511;74;1;1000;11;60;13;2
93003;42;0;2000;0;61;4;5
77048;60;1;2000;8;36;3;10
48854;63;0;7000;5;162;17;5
29687;65;0;3000;15;88;11;3
32934;75;0;4000;1;82;8;3
39667;33;3;7000;29;71;7;3
63105;48;1;6000;7;81;19;2
94061;57;0;5000;0;105;9;5
70444;63;1;5000;21;69;6;5
98003;47;1;5000;10;50;8;5
38068;38;1;5000;27;133;20;3
76542;56;4;5000;8;152;24;5
90024;82;1;6000;0;92;11;5
39710;47;0;4000;29;90;6;5
75935;26;1;4000;8;84;7;10
38106;49;1;3000;27;130;12;5
33054;54;0;4000;1;71;3;20
30034;44;1;4000;14;25;1;25
90703;48;1;6000;0;536;17;10
33981;86;0;2000;1;168;10;10
91950;62;0;5000;0;60;9;3
75067;38;1;6000;8;15;1;15
95667;52;1;7000;0;42;3;10
84401;48;1;4000;4;65;4;10
32789;81;0;3000;1;154;13;5
62676;40;0;3000;6;45;2;20
46901;20;0;4000;2;35;6;2
73044;58;1;3000;22;110;5;10
72764;42;0;3000;25;35;3;5
49825;50;0;4000;5;51;3;10
90277;68;0;6000;0;135;9;5
29841;45;0;7000;15;65;16;3
90039;67;0;4000;0;25;1;25
59101;40;1;5000;28;106;14;5
60625;27;1;3000;6;55;2;20
76712;41;0;3000;8;90;13;2
75751;79;0;3000;8;55;5;5
32707;78;0;2000;1;15;1;15
64052;86;1;1000;7;155;29;2
56304;71;1;5000;3;95;13;3
90503;54;1;5000;0;93;14;3
60950;80;1;1000;6;139;20;3
62703;44;0;4000;6;100;15;5
82009;44;0;4000;35;75;7;5
80110;32;1;1000;30;20;2;5
27127;86;0;1000;9;87;17;3
75007;64;1;6000;8;43;8;5
42320;82;0;3000;17;15;1;15
74114;69;1;5000;22;70;7;5
55960;58;0;3000;3;92;8;5
62225;51;1;6000;6;200;9;10
34221;77;0;2000;1;52;4;5
37221;74;1;4000;27;15;1;15
49249;70;0;3000;5;40;5;5
60305;60;1;6000;6;66;5;10
91740;66;1;1000;0;42;3;10
85607;30;1;2000;19;141;17;3
32541;77;4;4000;1;737;31;10
46714;63;0;7000;2;50;2;25
54874;60;0;3000;11;20;1;20
91710;48;0;5000;0;25;1;25
50401;88;0;1000;12;160;39;2
71457;44;0;5000;21;81;7;5
33711;34;0;6000;1;53;5;5
60073;52;4;1000;6;85;5;10
78228;62;0;5000;8;28;2;13
62898;76;0;1000;6;26;2;6
60540;35;1;4000;6;31;4;5
91362;54;0;7000;0;130;4;25
61727;40;1;3000;6;56;4;10
32640;62;0;3000;1;90;12;5
52038;60;0;2000;12;133;23;3
60103;52;0;5000;6;121;9;10
31794;75;0;3000;14;15;1;15
30228;51;1;6000;14;77;7;5
73160;54;1;5000;22;92;5;5
79005;60;1;5000;8;90;5;5
37160;75;1;4000;27;62;4;5
79925;47;0;4000;8;80;22;3
75606;34;0;2000;8;82;4;10
98685;51;1;4000;10;30;2;10
60014;73;1;2000;6;77;17;3
76522;44;0;5000;8;125;13;3
70094;48;0;3000;21;94;5;5
55305;67;1;7000;3;66;3;15
33309;66;1;5000;1;51;5;5
28262;48;1;2000;9;41;3;10
30340;34;1;4000;14;15;1;15
54751;52;0;4000;11;81;5;10
28779;74;1;6000;9;190;23;4
49013;64;1;2000;5;20;1;20
40511;62;0;7000;17;31;3;5
90651;45;4;5000;0;40;2;20
98368;51;0;3000;10;59;7;5
94596;80;1;5000;0;96;10;5
49329;62;0;3000;5;115;4;5
97217;36;1;3000;18;90;9;10
33604;69;0;4000;1;45;2;20
53154;60;0;4000;11;139;12;5
80501;86;1;4000;30;103;13;1
97266;54;1;5000;18;89;7;5
32658;60;1;2000;1;40;3;10
58012;52;0;3000;32;150;22;1
97213;56;0;4000;18;285;13;5
71037;66;1;1000;21;30;4;5
78582;38;1;7000;8;98;16;3
46845;62;1;6000;2;32;2;15
91605;88;1;5000;0;15;1;15
90047;68;1;1000;0;74;6;5
92708;65;0;6000;0;27;3;5
32102;74;1;2000;1;80;20;2
54914;54;1;4000;11;58;4;3
53190;83;1;1000;11;120;6;5
47201;52;0;6000;2;15;1;15
53090;44;1;4000;11;20;1;20
91007;80;0;7000;0;108;18;2
80027;46;0;7000;30;75;8;5
95023;43;0;6000;0;48;3;10
29673;55;0;2000;15;170;19;5
48446;72;1;2000;5;20;1;20
60099;65;0;5000;6;139;15;5
89121;50;0;6000;20;36;3;5
85748;70;0;5000;19;81;15;3
60085;96;0;5000;6;25;1;25
77511;32;1;5000;8;36;3;10
55902;62;1;7000;3;56;12;2
81223;51;0;5000;30;89;11;4
32578;41;1;2000;1;120;12;3
80237;54;1;7000;30;15;1;15
28075;38;1;7000;9;88;8;5
78259;48;1;5000;8;93;8;3
30022;49;1;5000;14;40;3;10
94515;73;1;1000;0;320;13;10
83712;27;3;3000;34;64;9;5
33463;29;0;4000;1;15;1;15
68134;44;0;3000;33;40;4;10
54301;69;0;5000;11;53;6;5
49721;56;0;3000;5;103;12;2
40356;50;1;1000;17;30;2;10
92069;44;1;5000;0;23;4;3
32837;75;0;3000;1;63;17;2
57049;49;3;6000;16;102;6;5
98365;71;1;6000;10;15;1;15
95521;56;1;5000;0;150;9;5
48005;41;0;5000;5;171;15;5
95127;64;1;5000;0;42;4;5
28463;73;0;1000;9;244;6;10
58103;74;0;3000;32;100;7;10
28779;62;1;5000;9;65;3;20
92865;50;1;2000;0;75;3;5
93706;64;1;5000;0;110;8;10
94118;65;0;7000;0;106;8;5
32757;88;1;5000;1;94;15;3
62208;62;1;7000;6;120;6;15
38611;67;1;3000;29;56;6;3
93063;38;1;6000;0;73;6;3
48124;82;0;4000;5;106;6;10
28147;72;1;2000;9;25;2;10
78231;41;1;5000;8;92;5;10
64863;68;0;1000;7;21;3;5
59401;42;1;3000;28;32;2;15
92354;77;0;1000;0;67;8;5
30606;56;1;7000;14;65;6;5
60064;71;1;2000;6;147;25;3
90745;65;1;4000;0;207;15;5
49505;53;1;4000;5;75;13;3
63031;84;0;2000;7;198;13;3
77346;34;0;7000;8;20;2;5
27615;42;1;5000;9;104;13;5
80110;97;1;1000;30;185;16;5
60630;30;1;5000;6;35;3;5
32348;72;1;3000;1;111;11;5
33054;75;1;1000;1;26;2;10
78611;39;0;3000;8;48;6;5
94044;47;0;6000;0;321;15;10
78537;72;1;1000;8;39;5;3
70653;85;1;2000;21;130;7;5
95124;44;0;6000;0;50;6;6
37343;35;1;5000;27;170;5;25
60091;84;1;6000;6;137;8;10
90650;59;1;1000;0;135;18;0
90806;84;0;4000;0;80;6;10
75149;90;1;4000;8;124;16;3
92305;67;1;4000;0;123;8;10
56308;80;0;2000;3;40;3;10
49684;40;1;3000;5;94;15;3
33326;38;1;4000;1;49;4;3
89503;94;0;5000;20;115;12;3
33951;90;1;1000;1;64;13;3
98801;37;1;7000;10;265;10;10
68632;80;0;3000;33;105;24;3
80221;46;0;3000;30;43;5;5
56381;78;1;2000;3;131;26;3
74133;46;0;4000;22;40;5;5
98033;46;1;5000;10;94;8;3
62234;72;1;2000;6;156;19;5
72120;53;0;6000;25;67;5;5
36420;75;0;3000;13;75;10;3
93444;71;0;5000;0;245;24;5
60085;71;1;2000;6;165;10;10
98037;77;0;7000;10;42;6;5
49855;44;0;7000;5;74;12;3
46356;56;0;5000;2;92;4;20
48032;84;0;1000;5;145;15;4
48084;51;4;6000;5;136;15;4
64118;49;1;2000;7;45;3;10
59029;48;1;3000;28;57;5;5
85051;77;1;3000;19;197;26;3
57042;58;1;7000;16;183;17;5
87059;47;0;3000;26;15;1;15
53094;72;1;1000;11;15;1;15
28205;44;0;1000;9;50;6;5
95035;67;0;6000;0;171;13;1
54880;83;1;2000;11;31;4;5
63137;88;1;2000;7;50;6;3
61265;65;1;1000;6;31;3;5
33324;82;1;4000;1;65;22;2
29536;37;0;2000;15;170;8;10
64503;73;0;2000;7;265;18;1
90064;53;1;5000;0;132;13;5
35150;42;1;5000;13;25;2;5
28031;52;1;5000;9;177;14;5
33434;78;0;6000;1;60;3;10
96039;70;0;2000;0;44;4;3
92683;47;1;3000;0;37;5;5
90650;26;0;4000;0;73;4;10
56352;64;1;3000;3;77;10;3
79360;36;1;4000;8;41;3;10
63010;67;0;2000;7;20;1;20
38021;43;1;2000;27;15;1;15
87109;59;0;6000;26;184;22;3
49288;65;0;4000;5;50;12;2
91604;81;0;7000;0;105;3;25
60609;70;0;3000;6;15;1;15
92120;40;0;5000;0;129;10;5
62555;73;1;1000;6;269;44;1
84121;55;1;6000;4;42;6;5
48162;44;0;6000;5;30;2;10
47906;70;1;6000;2;30;2;10
46615;63;1;2000;2;166;12;10
60914;50;0;7000;6;88;12;3
92234;75;0;4000;0;46;4;5
48371;40;1;2000;5;211;10;10
67208;42;0;4000;24;20;1;20
80026;46;0;7000;30;54;4;10
76054;57;0;7000;8;35;3;5
80120;59;1;1000;30;56;10;3
31312;52;0;5000;14;70;4;10
79904;61;1;5000;8;106;7;10
90241;84;0;3000;0;31;3;5
67212;56;0;4000;24;45;2;20
37917;71;1;2000;27;100;14;3
85705;92;0;1000;19;115;15;5
29501;77;0;2000;15;39;9;2
35226;54;1;3000;13;32;4;5
85208;74;1;4000;19;15;1;15
51106;32;0;7000;12;99;10;3
77511;70;0;5000;8;20;1;20
53140;67;1;2000;11;38;4;3
80501;91;0;3000;30;144;20;1
97383;52;1;4000;18;107;10;5
95946;84;0;5000;0;62;5;5
92555;56;1;6000;0;107;13;1
81520;73;1;2000;30;73;20;2
60422;45;1;7000;6;174;12;5
97824;44;3;1000;18;48;5;5
85248;49;0;7000;19;440;15;5
60506;30;0;4000;6;15;1;15
95624;48;1;7000;0;82;11;3
94546;78;1;5000;0;95;7;10
40515;59;1;5000;17;15;1;15
30338;78;1;7000;14;65;4;5
32431;84;0;2000;1;20;1;20
74953;45;1;5000;22;20;2;5
92040;54;1;4000;0;95;6;5
60014;51;1;6000;6;70;9;3
80916;48;1;4000;30;106;9;5
60560;47;1;3000;6;75;5;10
80013;28;1;2000;30;60;2;20
48307;45;3;7000;5;100;10;5
63953;34;0;1000;7;65;3;5
89706;55;1;4000;20;107;7;10
48170;86;1;4000;5;60;11;3
95628;78;0;7000;0;140;7;5
66212;30;1;2000;24;15;1;15
59701;60;1;6000;28;54;4;5
93388;62;1;5000;0;42;8;3
60471;57;0;4000;6;30;3;10
76013;62;1;1000;8;60;8;5
32443;56;1;6000;1;65;3;15
27616;55;1;4000;9;225;12;10
61614;48;0;5000;6;90;14;3
93722;94;0;2000;0;80;3;10
74528;64;1;1000;22;49;4;10
62439;53;1;7000;6;57;5;7
29617;46;1;4000;15;30;2;10
95966;66;1;2000;0;64;6;5
56387;52;0;4000;3;94;8;5
71418;46;1;5000;21;30;2;10
46013;44;1;7000;2;25;1;25
32086;71;1;4000;1;91;11;4
78377;58;1;6000;8;574;57;3
60068;55;1;7000;6;97;8;5
65201;82;0;2000;7;485;9;10
92646;59;0;2000;0;45;14;1
